,respondent_id,question_id,posttime,ranking,opmerkingen,context_aangeroepen
74,9n2kstf8d2pbqd7n4g91upa6ff,135,2021-08-20 10:33:12,"google,azure,ibm",Geen extra informatie,kan niet
75,9n2kstf8d2pbqd7n4g91upa6ff,150,2021-08-20 10:33:56,"azure,google,ibm",Geen extra informatie,kan niet
76,9n2kstf8d2pbqd7n4g91upa6ff,199,2021-08-20 10:35:47,"google,ibm,azure",Geen extra informatie,Nog niks
77,9n2kstf8d2pbqd7n4g91upa6ff,7,2021-08-20 10:36:24,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,kan niet
78,9n2kstf8d2pbqd7n4g91upa6ff,77,2021-08-20 10:38:10,"google,azure,ibm",Geen extra informatie,Nog niks
79,9n2kstf8d2pbqd7n4g91upa6ff,153,2021-08-20 10:38:56,"google,azure,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
80,9n2kstf8d2pbqd7n4g91upa6ff,41,2021-08-20 10:39:23,"google,ibm,azure",Ik twijfel tussen nummer 1 en 2,kan niet
81,9n2kstf8d2pbqd7n4g91upa6ff,52,2021-08-20 10:40:11,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,Nog niks
82,9n2kstf8d2pbqd7n4g91upa6ff,92,2021-08-20 10:41:05,"google,azure,ibm",Geen extra informatie,Nog niks
83,9n2kstf8d2pbqd7n4g91upa6ff,116,2021-08-20 10:41:45,"google,ibm,azure",Geen extra informatie,Nog niks
84,9n2kstf8d2pbqd7n4g91upa6ff,180,2021-08-20 10:44:08,"google,azure,ibm",Geen extra informatie,Nog niks
85,9n2kstf8d2pbqd7n4g91upa6ff,174,2021-08-20 10:45:56,"azure,google,ibm",Geen extra informatie,kan niet
86,9n2kstf8d2pbqd7n4g91upa6ff,170,2021-08-20 10:47:05,"ibm,google,azure",Ik twijfel tussen nummer 1 en 2,kan niet
87,9n2kstf8d2pbqd7n4g91upa6ff,59,2021-08-20 10:48:35,"google,ibm,azure",Geen extra informatie,context nodig
88,9n2kstf8d2pbqd7n4g91upa6ff,56,2021-08-20 10:49:36,"google,azure,ibm",Geen extra informatie,Nog niks
89,9n2kstf8d2pbqd7n4g91upa6ff,97,2021-08-20 10:52:18,"ibm,azure,google",Geen extra informatie,context nodig
90,9n2kstf8d2pbqd7n4g91upa6ff,127,2021-08-20 11:46:14,"google,azure,ibm",Geen extra informatie,Nog niks
91,9n2kstf8d2pbqd7n4g91upa6ff,173,2021-08-20 11:51:00,"google,azure,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
92,9n2kstf8d2pbqd7n4g91upa6ff,13,2021-08-20 12:01:56,"ibm,azure,google",Geen extra informatie,Nog niks
93,9n2kstf8d2pbqd7n4g91upa6ff,1,2021-08-20 14:08:24,"google,ibm,azure",Ik vind dat ze alle 3 even goed zijn,Nog niks
94,9n2kstf8d2pbqd7n4g91upa6ff,142,2021-08-20 14:09:18,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,context nodig
95,9n2kstf8d2pbqd7n4g91upa6ff,187,2021-08-20 14:11:37,"google,ibm,azure",Geen extra informatie,Nog niks
96,9n2kstf8d2pbqd7n4g91upa6ff,143,2021-08-20 14:17:11,"google,azure,ibm",Geen extra informatie,Nog niks
97,9n2kstf8d2pbqd7n4g91upa6ff,8,2021-08-20 14:17:59,"ibm,google,azure",Ik twijfel tussen nummer 1 en 2,Nog niks
98,9n2kstf8d2pbqd7n4g91upa6ff,80,2021-08-20 14:20:59,"ibm,azure,google",Geen extra informatie,Nog niks
99,9n2kstf8d2pbqd7n4g91upa6ff,29,2021-08-20 14:22:00,"azure,google,ibm",Ik vind dat ze alle 3 even goed zijn,kan niet
100,9n2kstf8d2pbqd7n4g91upa6ff,74,2021-08-20 14:25:54,"google,ibm,azure",Geen extra informatie,Nog niks
101,9n2kstf8d2pbqd7n4g91upa6ff,202,2021-08-20 14:27:01,"ibm,azure,google",Geen extra informatie,Nog niks
102,9n2kstf8d2pbqd7n4g91upa6ff,126,2021-08-20 14:27:51,"azure,google,ibm",Geen extra informatie,Nog niks
103,9n2kstf8d2pbqd7n4g91upa6ff,188,2021-08-20 14:28:42,"azure,ibm,google",Geen extra informatie,context nodig
104,9n2kstf8d2pbqd7n4g91upa6ff,152,2021-08-20 14:30:03,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,kan niet
105,9n2kstf8d2pbqd7n4g91upa6ff,42,2021-08-20 14:30:52,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,kan niet
106,9n2kstf8d2pbqd7n4g91upa6ff,176,2021-08-20 14:32:16,"google,ibm,azure",Ik vind dat ze alle 3 even goed zijn,context nodig
107,9n2kstf8d2pbqd7n4g91upa6ff,82,2021-08-20 14:32:38,"ibm,google,azure",Ik twijfel tussen nummer 1 en 2,kan niet
108,9n2kstf8d2pbqd7n4g91upa6ff,63,2021-08-20 14:33:46,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
109,9n2kstf8d2pbqd7n4g91upa6ff,200,2021-08-20 14:34:20,"google,azure,ibm",Geen extra informatie,kan niet
110,9n2kstf8d2pbqd7n4g91upa6ff,45,2021-08-20 14:35:31,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
111,9n2kstf8d2pbqd7n4g91upa6ff,22,2021-08-20 14:37:08,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
112,9n2kstf8d2pbqd7n4g91upa6ff,186,2021-08-20 14:38:10,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,kan niet
113,9n2kstf8d2pbqd7n4g91upa6ff,39,2021-08-20 14:38:59,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,Nog niks
114,9n2kstf8d2pbqd7n4g91upa6ff,9,2021-08-20 14:39:51,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
115,9n2kstf8d2pbqd7n4g91upa6ff,99,2021-08-20 14:40:31,"google,azure,ibm",Geen extra informatie,Nog niks
116,9n2kstf8d2pbqd7n4g91upa6ff,204,2021-08-20 14:40:54,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
117,9n2kstf8d2pbqd7n4g91upa6ff,195,2021-08-20 14:41:30,"google,ibm,azure",Geen extra informatie,kan niet
118,9n2kstf8d2pbqd7n4g91upa6ff,109,2021-08-20 15:54:21,"ibm,google,azure",Geen extra informatie,kan niet
119,9n2kstf8d2pbqd7n4g91upa6ff,114,2021-08-30 16:09:00,"ibm,azure,google",Ik twijfel tussen nummer 1 en 2,Nog niks
120,9n2kstf8d2pbqd7n4g91upa6ff,125,2021-08-30 16:25:01,"google,ibm,azure",Geen extra informatie,kan niet
121,9n2kstf8d2pbqd7n4g91upa6ff,181,2021-08-30 16:39:35,"google,azure,ibm",Geen extra informatie,Nog niks
122,9n2kstf8d2pbqd7n4g91upa6ff,212,2021-08-30 16:41:22,"ibm,azure,google",Ik twijfel tussen nummer 2 en 3,kan niet
123,9n2kstf8d2pbqd7n4g91upa6ff,28,2021-08-30 16:42:06,"ibm,google,azure",Geen extra informatie,kan niet
124,9n2kstf8d2pbqd7n4g91upa6ff,128,2021-08-30 16:44:07,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
125,9n2kstf8d2pbqd7n4g91upa6ff,93,2021-08-30 17:00:56,"azure,ibm,google",Ik twijfel tussen nummer 1 en 2,Nog niks
126,9n2kstf8d2pbqd7n4g91upa6ff,144,2021-08-30 17:01:51,"google,azure,ibm",Geen extra informatie,Nog niks
127,9n2kstf8d2pbqd7n4g91upa6ff,162,2021-08-30 17:02:54,"ibm,google,azure",Ik twijfel tussen nummer 2 en 3,kan niet
128,9n2kstf8d2pbqd7n4g91upa6ff,18,2021-08-30 17:03:50,"google,ibm,azure",Ik vind dat ze alle 3 even goed zijn,kan niet
129,9n2kstf8d2pbqd7n4g91upa6ff,69,2021-08-30 17:04:16,"azure,google,ibm",Ik twijfel tussen nummer 1 en 2,kan niet
130,9n2kstf8d2pbqd7n4g91upa6ff,54,2021-09-09 08:56:12,"google,azure,ibm",Geen extra informatie,Nog niks
131,9n2kstf8d2pbqd7n4g91upa6ff,165,2021-09-09 08:58:24,"azure,ibm,google",Ik twijfel tussen nummer 1 en 2,Nog niks
132,9n2kstf8d2pbqd7n4g91upa6ff,84,2021-09-09 09:01:10,"google,ibm,azure",Geen extra informatie,Nog niks
133,9n2kstf8d2pbqd7n4g91upa6ff,70,2021-09-09 09:02:03,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,kan niet
134,9n2kstf8d2pbqd7n4g91upa6ff,35,2021-09-09 09:27:04,"google,azure,ibm",Geen extra informatie,Nog niks
135,9n2kstf8d2pbqd7n4g91upa6ff,15,2021-09-09 09:27:30,"google,ibm,azure",Ik twijfel tussen nummer 1 en 2,kan niet
136,9n2kstf8d2pbqd7n4g91upa6ff,190,2021-09-09 09:33:21,"google,azure,ibm",Geen extra informatie,Nog niks
137,9n2kstf8d2pbqd7n4g91upa6ff,206,2021-09-09 09:33:53,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,kan niet
138,9n2kstf8d2pbqd7n4g91upa6ff,112,2021-09-09 10:32:37,"google,azure,ibm",Geen extra informatie,Nog niks
139,9n2kstf8d2pbqd7n4g91upa6ff,205,2021-09-09 10:33:45,"google,azure,ibm",Geen extra informatie,Nog niks
140,9n2kstf8d2pbqd7n4g91upa6ff,139,2021-09-09 10:34:31,"azure,google,ibm",Geen extra informatie,kan niet
141,9n2kstf8d2pbqd7n4g91upa6ff,197,2021-09-09 11:40:31,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
142,9n2kstf8d2pbqd7n4g91upa6ff,198,2021-09-09 11:45:18,"azure,ibm,google",Geen extra informatie,kan niet
143,9n2kstf8d2pbqd7n4g91upa6ff,175,2021-09-09 11:49:50,"azure,google,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
144,9n2kstf8d2pbqd7n4g91upa6ff,53,2021-09-09 11:52:16,"ibm,azure,google",Ik twijfel tussen nummer 1 en 2,Nog niks
145,9n2kstf8d2pbqd7n4g91upa6ff,83,2021-09-09 11:57:34,"azure,ibm,google",Geen extra informatie,context nodig
146,9n2kstf8d2pbqd7n4g91upa6ff,40,2021-09-09 12:01:00,"google,ibm,azure",Ik twijfel tussen nummer 1 en 2,Nog niks
147,9n2kstf8d2pbqd7n4g91upa6ff,49,2021-09-09 12:01:35,"ibm,google,azure",Ik vind dat ze alle 3 even goed zijn,kan niet
148,9n2kstf8d2pbqd7n4g91upa6ff,16,2021-09-09 12:03:21,"google,ibm,azure",Geen extra informatie,Nog niks
149,9n2kstf8d2pbqd7n4g91upa6ff,23,2021-09-09 12:05:35,"google,ibm,azure",Ik vind dat ze alle 3 even goed zijn,Nog niks
150,9n2kstf8d2pbqd7n4g91upa6ff,141,2021-10-04 14:50:59,"azure,google,ibm",Geen extra informatie,Nog niks
151,9n2kstf8d2pbqd7n4g91upa6ff,194,2021-10-05 16:55:58,"azure,ibm,google",Ik twijfel tussen nummer 2 en 3,Nog niks
152,9n2kstf8d2pbqd7n4g91upa6ff,140,2021-10-08 10:47:23,"google,azure,ibm",Geen extra informatie,Nog niks
153,9n2kstf8d2pbqd7n4g91upa6ff,24,2021-10-08 10:50:46,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
154,9n2kstf8d2pbqd7n4g91upa6ff,130,2021-10-08 10:51:15,"azure,google,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
155,9n2kstf8d2pbqd7n4g91upa6ff,203,2021-10-08 10:51:55,"azure,google,ibm",Ik vind dat ze alle 3 even goed zijn,Nog niks
156,9n2kstf8d2pbqd7n4g91upa6ff,100,2021-10-08 15:07:17,"google,ibm,azure",Geen extra informatie,context nodig
157,9n2kstf8d2pbqd7n4g91upa6ff,146,2021-10-08 15:10:50,"google,azure,ibm",Geen extra informatie,Nog niks
158,9n2kstf8d2pbqd7n4g91upa6ff,156,2021-10-08 15:13:20,"azure,google,ibm",Ik twijfel tussen nummer 1 en 2,kan niet
159,9n2kstf8d2pbqd7n4g91upa6ff,5,2021-10-08 15:29:41,"ibm,google,azure",Ik twijfel tussen nummer 1 en 2,context nodig
160,9n2kstf8d2pbqd7n4g91upa6ff,4,2021-10-08 15:31:17,"azure,ibm,google",Ik twijfel tussen nummer 2 en 3,context nodig
161,9n2kstf8d2pbqd7n4g91upa6ff,43,2021-10-08 15:40:37,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
162,9n2kstf8d2pbqd7n4g91upa6ff,117,2021-10-08 15:42:40,"azure,ibm,google",Geen extra informatie,Nog niks
163,9n2kstf8d2pbqd7n4g91upa6ff,58,2021-10-08 15:43:46,"ibm,azure,google",Ik vind dat ze alle 3 even goed zijn,kan niet
164,9n2kstf8d2pbqd7n4g91upa6ff,167,2021-10-08 15:45:08,"google,ibm,azure",Ik twijfel tussen nummer 1 en 2,Nog niks
165,9n2kstf8d2pbqd7n4g91upa6ff,136,2021-10-11 09:56:05,"azure,google,ibm",Geen extra informatie,Nog niks
166,9n2kstf8d2pbqd7n4g91upa6ff,133,2021-10-11 09:56:53,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
167,9n2kstf8d2pbqd7n4g91upa6ff,19,2021-10-11 10:03:55,"google,azure,ibm",Geen extra informatie,Nog niks
168,9n2kstf8d2pbqd7n4g91upa6ff,120,2021-10-11 10:05:25,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,Nog niks
169,9n2kstf8d2pbqd7n4g91upa6ff,102,2021-10-11 10:47:22,"google,ibm,azure",Geen extra informatie,Nog niks
170,9n2kstf8d2pbqd7n4g91upa6ff,75,2021-10-11 10:47:55,"google,azure,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
171,9n2kstf8d2pbqd7n4g91upa6ff,108,2021-10-11 10:51:43,"google,ibm,azure",Geen extra informatie,kan niet
172,9n2kstf8d2pbqd7n4g91upa6ff,118,2021-10-11 10:52:58,"azure,google,ibm",Ik vind dat ze alle 3 even goed zijn,Nog niks
173,9n2kstf8d2pbqd7n4g91upa6ff,17,2021-10-11 10:58:41,"ibm,google,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
174,9n2kstf8d2pbqd7n4g91upa6ff,189,2021-10-11 11:26:17,"google,azure,ibm",Ik vind dat ze alle 3 even goed zijn,Nog niks
175,9n2kstf8d2pbqd7n4g91upa6ff,79,2021-10-11 11:34:21,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,context nodig
176,9n2kstf8d2pbqd7n4g91upa6ff,27,2021-10-11 11:35:39,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
177,9n2kstf8d2pbqd7n4g91upa6ff,48,2021-10-11 11:37:20,"google,ibm,azure",Ik twijfel tussen nummer 2 en 3,Nog niks
178,9n2kstf8d2pbqd7n4g91upa6ff,55,2021-10-11 11:48:21,"azure,ibm,google",Ik vind dat ze alle 3 even goed zijn,kan niet
179,9n2kstf8d2pbqd7n4g91upa6ff,71,2021-10-11 11:48:52,"azure,google,ibm",Ik vind dat ze alle 3 even goed zijn,kan niet
180,9n2kstf8d2pbqd7n4g91upa6ff,101,2021-10-11 11:49:36,"google,ibm,azure",Geen extra informatie,context nodig
181,9n2kstf8d2pbqd7n4g91upa6ff,12,2021-10-11 11:56:01,"google,azure,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
182,9n2kstf8d2pbqd7n4g91upa6ff,107,2021-10-11 11:56:40,"azure,ibm,google",Geen extra informatie,Nog niks
183,9n2kstf8d2pbqd7n4g91upa6ff,131,2021-10-11 11:57:15,"google,azure,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
184,9n2kstf8d2pbqd7n4g91upa6ff,159,2021-10-11 11:58:11,"google,ibm,azure",Ik vind dat ze alle 3 even goed zijn,Nog niks
185,9n2kstf8d2pbqd7n4g91upa6ff,161,2021-10-18 10:42:23,"google,azure,ibm",Geen extra informatie,Nog niks
186,9n2kstf8d2pbqd7n4g91upa6ff,164,2021-10-18 11:03:07,"google,ibm,azure",Geen extra informatie,Nog niks
187,9n2kstf8d2pbqd7n4g91upa6ff,137,2021-10-18 11:03:54,"google,ibm,azure",Geen extra informatie,Nog niks
188,9n2kstf8d2pbqd7n4g91upa6ff,88,2021-10-18 11:05:30,"azure,google,ibm",Geen extra informatie,Nog niks
189,9n2kstf8d2pbqd7n4g91upa6ff,30,2021-10-18 11:05:46,"azure,google,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
190,9n2kstf8d2pbqd7n4g91upa6ff,103,2021-10-18 11:10:33,"google,ibm,azure",Geen extra informatie,Nog niks
191,9n2kstf8d2pbqd7n4g91upa6ff,73,2021-10-18 11:12:30,"google,azure,ibm",Geen extra informatie,Nog niks
192,9n2kstf8d2pbqd7n4g91upa6ff,10,2021-10-18 11:13:20,"google,ibm,azure",Geen extra informatie,Nog niks
193,9n2kstf8d2pbqd7n4g91upa6ff,183,2021-10-18 11:14:02,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,Nog niks
194,9n2kstf8d2pbqd7n4g91upa6ff,2,2021-10-18 11:24:58,"google,azure,ibm",Geen extra informatie,Nog niks
